Record Length,2500,Points,,,Tiempo,Voltaje,
,,,,-1,1100000,-3.920.000.076,
,,,,-1,1100000,-4.000.000.000,
,,,,-1,1100000,-3.920.000.076,
,,,,-1,1000000,-4.000.000.000,
,,,,-1,1000000,-4.079.999.924,
,,,,-1,1000000,-3.920.000.076,
,,,,-1,1000000,-4.079.999.924,
,,,,-1,1000000,-4.000.000.000,
,,,,-1,900000,-4.000.000.000,
,,,,-1,900000,-4.079.999.924,
,,,,-1,900000,-4.000.000.000,
,,,,-1,900000,-4.000.000.000,
,,,,-1,900000,-4.000.000.000,
,,,,-1,800000,-4.079.999.924,
,,,,-1,800000,-4.079.999.924,
,,,,-1,800000,-4.000.000.000,
,,,,-1,800000,-4.079.999.924,
,,,,-1,800000,-4.079.999.924,
,,,,-1,700000,-4.079.999.924,
,,,,-1,700000,-4.160.000.229,
,,,,-1,700000,-4.079.999.924,
,,,,-1,700000,-4.079.999.924,
,,,,-1,700000,-4.079.999.924,
,,,,-1,600000,-4.079.999.924,
,,,,-1,600000,-4.160.000.229,
,,,,-1,600000,-4.160.000.229,
,,,,-1,600000,-4.160.000.229,
,,,,-1,600000,-4.160.000.229,
,,,,-1,500000,-4.079.999.924,
,,,,-1,500000,-4.160.000.229,
,,,,-1,500000,-4.160.000.229,
,,,,-1,500000,-4.079.999.924,
,,,,-1,500000,-4.240.000.153,
,,,,-1,400000,-4.160.000.229,
,,,,-1,400000,-4.160.000.229,
,,,,-1,400000,-4.240.000.153,
,,,,-1,400000,-4.160.000.229,
,,,,-1,400000,-4.240.000.153,
,,,,-1,300000,-4.240.000.153,
,,,,-1,300000,-4.160.000.229,
,,,,-1,300000,-4.240.000.153,
,,,,-1,300000,-4.160.000.229,
,,,,-1,300000,-4.240.000.153,
,,,,-1,200000,-4.320.000.076,
,,,,-1,200000,-4.240.000.153,
,,,,-1,200000,-4.240.000.153,
,,,,-1,200000,-4.160.000.229,
,,,,-1,200000,-4.320.000.076,
,,,,-1,100000,-4.320.000.076,
,,,,-1,100000,-4.240.000.153,
,,,,-1,100000,-4.320.000.076,
,,,,-1,100000,-4.240.000.153,
,,,,-1,100000,-4.240.000.153,
,,,,-1,0,-4.320.000.076,
,,,,-1,0,-4.240.000.153,
,,,,-1,0,-4.240.000.153,
,,,,-9,98000000,-4.320.000.076,
,,,,-9,96000000,-4.320.000.076,
,,,,-9,94000000,-4.320.000.076,
,,,,-9,92000000,-4.240.000.153,
,,,,-9,90000000,-4.320.000.076,
,,,,-9,88000000,-4.320.000.076,
,,,,-9,86000000,-4.320.000.076,
,,,,-9,84000000,-4.320.000.076,
,,,,-9,82000000,-4.320.000.076,
,,,,-9,80000000,-4.320.000.076,
,,,,-9,78000000,-4.320.000.076,
,,,,-9,76000000,-4.320.000.076,
,,,,-9,74000000,-4.320.000.076,
,,,,-9,72000000,-4.320.000.076,
,,,,-9,70000000,-4.320.000.076,
,,,,-9,68000000,-4.400.000.000,
,,,,-9,66000000,-4.320.000.076,
,,,,-9,64000000,-4.320.000.076,
,,,,-9,62000000,-4.400.000.000,
,,,,-9,60000000,-4.320.000.076,
,,,,-9,58000000,-4.400.000.000,
,,,,-9,56000000,-4.320.000.076,
,,,,-9,54000000,-4.400.000.000,
,,,,-9,52000000,-4.400.000.000,
,,,,-9,50000000,-4.320.000.076,
,,,,-9,48000000,-4.400.000.000,
,,,,-9,46000000,-4.400.000.000,
,,,,-9,44000000,-4.320.000.076,
,,,,-9,42000000,-4.400.000.000,
,,,,-9,40000000,-4.400.000.000,
,,,,-9,38000000,-4.400.000.000,
,,,,-9,36000000,-4.400.000.000,
,,,,-9,34000000,-4.320.000.076,
,,,,-9,32000000,-4.400.000.000,
,,,,-9,30000000,-4.400.000.000,
,,,,-9,28000000,-4.400.000.000,
,,,,-9,26000000,-4.400.000.000,
,,,,-9,24000000,-4.400.000.000,
,,,,-9,22000000,-4.400.000.000,
,,,,-9,20000000,-4.400.000.000,
,,,,-9,18000000,-4.400.000.000,
,,,,-9,16000000,-4.479.999.924,
,,,,-9,14000000,-4.400.000.000,
,,,,-9,12000000,-4.479.999.924,
,,,,-9,10000000,-4.479.999.924,
,,,,-9,8000000,-4.400.000.000,
,,,,-9,6000000,-4.479.999.924,
,,,,-9,4000000,-4.400.000.000,
,,,,-9,2000000,-4.479.999.924,
,,,,-9,0,-4.400.000.000,
,,,,-8,98000000,-4.400.000.000,
,,,,-8,96000000,-4.479.999.924,
,,,,-8,94000000,-4.479.999.924,
,,,,-8,92000000,-4.400.000.000,
,,,,-8,90000000,-4.479.999.924,
,,,,-8,88000000,-4.400.000.000,
,,,,-8,86000000,-4.479.999.924,
,,,,-8,84000000,-4.400.000.000,
,,,,-8,82000000,-4.400.000.000,
,,,,-8,80000000,-4.479.999.924,
,,,,-8,78000000,-4.400.000.000,
,,,,-8,76000000,-4.400.000.000,
,,,,-8,74000000,-4.400.000.000,
,,,,-8,72000000,-4.400.000.000,
,,,,-8,70000000,-4.400.000.000,
,,,,-8,68000000,-4.479.999.924,
,,,,-8,66000000,-4.400.000.000,
,,,,-8,64000000,-4.479.999.924,
,,,,-8,62000000,-4.400.000.000,
,,,,-8,60000000,-4.400.000.000,
,,,,-8,58000000,-4.400.000.000,
,,,,-8,56000000,-4.400.000.000,
,,,,-8,54000000,-4.400.000.000,
,,,,-8,52000000,-4.400.000.000,
,,,,-8,50000000,-4.400.000.000,
,,,,-8,48000000,-4.479.999.924,
,,,,-8,46000000,-4.400.000.000,
,,,,-8,44000000,-4.479.999.924,
,,,,-8,42000000,-4.479.999.924,
,,,,-8,40000000,-4.479.999.924,
,,,,-8,38000000,-4.479.999.924,
,,,,-8,36000000,-4.400.000.000,
,,,,-8,34000000,-4.400.000.000,
,,,,-8,32000000,-4.479.999.924,
,,,,-8,30000000,-4.400.000.000,
,,,,-8,28000000,-4.479.999.924,
,,,,-8,26000000,-4.479.999.924,
,,,,-8,24000000,-4.400.000.000,
,,,,-8,22000000,-4.479.999.924,
,,,,-8,20000000,-4.400.000.000,
,,,,-8,18000000,-4.400.000.000,
,,,,-8,16000000,-4.400.000.000,
,,,,-8,14000000,-4.400.000.000,
,,,,-8,12000000,-4.400.000.000,
,,,,-8,10000000,-4.400.000.000,
,,,,-8,8000000,-4.400.000.000,
,,,,-8,6000000,-4.400.000.000,
,,,,-8,4000000,-4.400.000.000,
,,,,-8,2000000,-4.400.000.000,
,,,,-8,0,-4.479.999.924,
,,,,-7,98000000,-4.400.000.000,
,,,,-7,96000000,-4.479.999.924,
,,,,-7,94000000,-4.479.999.924,
,,,,-7,92000000,-4.400.000.000,
,,,,-7,90000000,-4.479.999.924,
,,,,-7,88000000,-4.400.000.000,
,,,,-7,86000000,-4.400.000.000,
,,,,-7,84000000,-4.400.000.000,
,,,,-7,82000000,-4.320.000.076,
,,,,-7,80000000,-4.479.999.924,
,,,,-7,78000000,-4.400.000.000,
,,,,-7,76000000,-4.400.000.000,
,,,,-7,74000000,-4.479.999.924,
,,,,-7,72000000,-4.400.000.000,
,,,,-7,70000000,-4.400.000.000,
,,,,-7,68000000,-4.400.000.000,
,,,,-7,66000000,-4.400.000.000,
,,,,-7,64000000,-4.400.000.000,
,,,,-7,62000000,-4.320.000.076,
,,,,-7,60000000,-4.400.000.000,
,,,,-7,58000000,-4.400.000.000,
,,,,-7,56000000,-4.400.000.000,
,,,,-7,54000000,-4.400.000.000,
,,,,-7,52000000,-4.320.000.076,
,,,,-7,50000000,-4.320.000.076,
,,,,-7,48000000,-4.400.000.000,
,,,,-7,46000000,-4.320.000.076,
,,,,-7,44000000,-4.400.000.000,
,,,,-7,42000000,-4.400.000.000,
,,,,-7,40000000,-4.320.000.076,
,,,,-7,3800000,-4.400.000.000,
,,,,-7,3600000,-4.320.000.076,
,,,,-7,3400000,-4.320.000.076,
,,,,-7,3200000,-4.400.000.000,
,,,,-7,3000000,-4.320.000.076,
,,,,-7,2800000,-4.320.000.076,
,,,,-7,2600000,-4.320.000.076,
,,,,-7,2400000,-4.320.000.076,
,,,,-7,2200000,-4.320.000.076,
,,,,-7,2000000,-4.320.000.076,
,,,,-7,1800000,-4.320.000.076,
,,,,-7,1600000,-4.320.000.076,
,,,,-7,1400000,-4.320.000.076,
,,,,-7,1200000,-4.320.000.076,
,,,,-7,1000000,-4.240.000.153,
,,,,-7,800000,-4.320.000.076,
,,,,-7,600000,-4.320.000.076,
,,,,-7,400000,-4.240.000.153,
,,,,-7,200000,-4.320.000.076,
,,,,-7,0,-4.240.000.153,
,,,,-6,9800000,-4.240.000.153,
,,,,-6,9600000,-4.320.000.076,
,,,,-6,9400000,-4.240.000.153,
,,,,-6,9200000,-4.320.000.076,
,,,,-6,9000000,-4.320.000.076,
,,,,-6,8800000,-4.240.000.153,
,,,,-6,8600000,-4.320.000.076,
,,,,-6,8400000,-4.240.000.153,
,,,,-6,8200000,-4.320.000.076,
,,,,-6,8000000,-4.240.000.153,
,,,,-6,7800000,-4.160.000.229,
,,,,-6,7600000,-4.320.000.076,
,,,,-6,7400000,-4.240.000.153,
,,,,-6,7200000,-4.240.000.153,
,,,,-6,7000000,-4.240.000.153,
,,,,-6,6800000,-4.160.000.229,
,,,,-6,6600000,-4.240.000.153,
,,,,-6,6400000,-4.240.000.153,
,,,,-6,6200000,-4.079.999.924,
,,,,-6,6000000,-4.240.000.153,
,,,,-6,5800000,-4.160.000.229,
,,,,-6,5600000,-4.160.000.229,
,,,,-6,5400000,-4.240.000.153,
,,,,-6,5200000,-4.160.000.229,
,,,,-6,5000000,-4.160.000.229,
,,,,-6,4800000,-4.160.000.229,
,,,,-6,4600000,-4.079.999.924,
,,,,-6,4400000,-4.160.000.229,
,,,,-6,4200000,-4.079.999.924,
,,,,-6,4000000,-4.160.000.229,
,,,,-6,3800000,-4.160.000.229,
,,,,-6,3600000,-4.079.999.924,
,,,,-6,3400000,-4.160.000.229,
,,,,-6,3200000,-4.079.999.924,
,,,,-6,3000000,-4.079.999.924,
,,,,-6,2800000,-4.160.000.229,
,,,,-6,2600000,-4.079.999.924,
,,,,-6,2400000,-4.160.000.229,
,,,,-6,2200000,-4.079.999.924,
,,,,-6,2000000,-4.000.000.000,
,,,,-6,1800000,-4.160.000.229,
,,,,-6,1600000,-4.000.000.000,
,,,,-6,1400000,-4.079.999.924,
,,,,-6,1200000,-4.079.999.924,
,,,,-6,1000000,-4.000.000.000,
,,,,-6,800000,-4.079.999.924,
,,,,-6,600000,-4.079.999.924,
,,,,-6,400000,-4.079.999.924,
,,,,-6,200000,-4.079.999.924,
,,,,-6,0,-4.000.000.000,
,,,,-5,9800000,-4.000.000.000,
,,,,-5,9600000,-4.000.000.000,
,,,,-5,9400000,-3.920.000.076,
,,,,-5,9200000,-4.000.000.000,
,,,,-5,9000000,-3.920.000.076,
,,,,-5,8800000,-4.000.000.000,
,,,,-5,8600000,-4.000.000.000,
,,,,-5,8400000,-3.920.000.076,
,,,,-5,8200000,-3.920.000.076,
,,,,-5,8000000,-3.920.000.076,
,,,,-5,7800000,-3.920.000.076,
,,,,-5,7600000,-3.920.000.076,
,,,,-5,7400000,-3.840.000.153,
,,,,-5,7200000,-3.920.000.076,
,,,,-5,7000000,-3.840.000.153,
,,,,-5,6800000,-3.840.000.153,
,,,,-5,6600000,-3.840.000.153,
,,,,-5,6400000,-3.760.000.229,
,,,,-5,6200000,-3.920.000.076,
,,,,-5,6000000,-3.840.000.153,
,,,,-5,5800000,-3.760.000.229,
,,,,-5,5600000,-3.840.000.153,
,,,,-5,5400000,-3.760.000.229,
,,,,-5,5200000,-3.760.000.229,
,,,,-5,5000000,-3.840.000.153,
,,,,-5,4800000,-3.760.000.229,
,,,,-5,4600000,-3.760.000.229,
,,,,-5,4400000,-3.760.000.229,
,,,,-5,4200000,-3.760.000.229,
,,,,-5,4000000,-3.760.000.229,
,,,,-5,3800000,-3.679.999.924,
,,,,-5,3600000,-3.679.999.924,
,,,,-5,3400000,-3.679.999.924,
,,,,-5,3200000,-3.679.999.924,
,,,,-5,3000000,-3.760.000.229,
,,,,-5,2800000,-3.679.999.924,
,,,,-5,2600000,-3.679.999.924,
,,,,-5,2400000,-3.679.999.924,
,,,,-5,2200000,-3.600.000.000,
,,,,-5,2000000,-3.600.000.000,
,,,,-5,1800000,-3.679.999.924,
,,,,-5,1600000,-3.600.000.000,
,,,,-5,1400000,-3.600.000.000,
,,,,-5,1200000,-3.600.000.000,
,,,,-5,1000000,-3.600.000.000,
,,,,-5,800000,-3.600.000.000,
,,,,-5,600000,-3.520.000.076,
,,,,-5,400000,-3.520.000.076,
,,,,-5,200000,-3.520.000.076,
,,,,-5,0,-3.600.000.000,
,,,,-4,9800000,-3.520.000.076,
,,,,-4,9600000,-3.520.000.076,
,,,,-4,9400000,-3.520.000.076,
,,,,-4,9200000,-3.520.000.076,
,,,,-4,9000000,-3.440.000.153,
,,,,-4,8800000,-3.440.000.153,
,,,,-4,8600000,-3.440.000.153,
,,,,-4,8400000,-3.440.000.153,
,,,,-4,8200000,-3.520.000.076,
,,,,-4,8000000,-3.440.000.153,
,,,,-4,7800000,-3.440.000.153,
,,,,-4,7600000,-3.440.000.153,
,,,,-4,7400000,-3.440.000.153,
,,,,-4,7200000,-3.440.000.153,
,,,,-4,7000000,-3.440.000.153,
,,,,-4,6800000,-3.360.000.229,
,,,,-4,6600000,-3.360.000.229,
,,,,-4,6400000,-3.360.000.229,
,,,,-4,6200000,-3.360.000.229,
,,,,-4,6000000,-3.360.000.229,
,,,,-4,5800000,-3.279.999.924,
,,,,-4,5600000,-3.360.000.229,
,,,,-4,5400000,-3.360.000.229,
,,,,-4,5200000,-3.360.000.229,
,,,,-4,5000000,-3.360.000.229,
,,,,-4,4800000,-3.279.999.924,
,,,,-4,4600000,-3.279.999.924,
,,,,-4,4400000,-3.279.999.924,
,,,,-4,4200000,-3.200.000.000,
,,,,-4,4000000,-3.279.999.924,
,,,,-4,3800000,-3.200.000.000,
,,,,-4,3600000,-3.200.000.000,
,,,,-4,3400000,-3.200.000.000,
,,,,-4,3200000,-3.200.000.000,
,,,,-4,3000000,-3.200.000.000,
,,,,-4,2800000,-3.200.000.000,
,,,,-4,2600000,-3.120.000.076,
,,,,-4,2400000,-3.120.000.076,
,,,,-4,2200000,-3.120.000.076,
,,,,-4,2000000,-3.039.999.962,
,,,,-4,1800000,-3.120.000.076,
,,,,-4,1600000,-3.120.000.076,
,,,,-4,1400000,-3.039.999.962,
,,,,-4,1200000,-3.039.999.962,
,,,,-4,1000000,-3.039.999.962,
,,,,-4,800000,-3.039.999.962,
,,,,-4,600000,-3.039.999.962,
,,,,-4,400000,-3.039.999.962,
,,,,-4,200000,-3.039.999.962,
,,,,-4,0,-3.039.999.962,
,,,,-3,9800000,-2.960.000.038,
,,,,-3,9600000,-2.960.000.038,
,,,,-3,9400000,-2.960.000.038,
,,,,-3,9200000,-2.880.000.114,
,,,,-3,9000000,-2.960.000.038,
,,,,-3,8800000,-2.880.000.114,
,,,,-3,8600000,-2.800.000.000,
,,,,-3,8400000,-2.880.000.114,
,,,,-3,8200000,-2.800.000.000,
,,,,-3,8000000,-2.880.000.114,
,,,,-3,7800000,-2.880.000.114,
,,,,-3,7600000,-2.800.000.000,
,,,,-3,7400000,-2.800.000.000,
,,,,-3,7200000,-2.800.000.000,
,,,,-3,7000000,-2.800.000.000,
,,,,-3,6800000,-2.800.000.000,
,,,,-3,6600000,-2.720.000.076,
,,,,-3,6400000,-2.720.000.076,
,,,,-3,6200000,-2.800.000.000,
,,,,-3,6000000,-2.639.999.962,
,,,,-3,5800000,-2.800.000.000,
,,,,-3,5600000,-2.639.999.962,
,,,,-3,5400000,-2.639.999.962,
,,,,-3,5200000,-2.720.000.076,
,,,,-3,5000000,-2.639.999.962,
,,,,-3,4800000,-2.720.000.076,
,,,,-3,4600000,-2.639.999.962,
,,,,-3,4400000,-2.639.999.962,
,,,,-3,4200000,-2.639.999.962,
,,,,-3,4000000,-2.560.000.038,
,,,,-3,3800000,-2.639.999.962,
,,,,-3,3600000,-2.560.000.038,
,,,,-3,3400000,-2.560.000.038,
,,,,-3,3200000,-2.639.999.962,
,,,,-3,3000000,-2.560.000.038,
,,,,-3,2800000,-2.560.000.038,
,,,,-3,2600000,-2.560.000.038,
,,,,-3,2400000,-2.480.000.114,
,,,,-3,2200000,-2.560.000.038,
,,,,-3,2000000,-2.560.000.038,
,,,,-3,1800000,-2.480.000.114,
,,,,-3,1600000,-2.480.000.114,
,,,,-3,1400000,-2.400.000.000,
,,,,-3,1200000,-2.480.000.114,
,,,,-3,1000000,-2.400.000.000,
,,,,-3,800000,-2.320.000.076,
,,,,-3,600000,-2.400.000.000,
,,,,-3,400000,-2.320.000.076,
,,,,-3,200000,-2.400.000.000,
,,,,-3,0,-2.400.000.000,
,,,,-2,9800000,-2.239.999.962,
,,,,-2,9600000,-2.400.000.000,
,,,,-2,9400000,-2.320.000.076,
,,,,-2,9200000,-2.239.999.962,
,,,,-2,9000000,-2.320.000.076,
,,,,-2,8800000,-2.239.999.962,
,,,,-2,8600000,-2.239.999.962,
,,,,-2,8400000,-2.239.999.962,
,,,,-2,8200000,-2.239.999.962,
,,,,-2,8000000,-2.239.999.962,
,,,,-2,7800000,-2.160.000.038,
,,,,-2,7600000,-2.160.000.038,
,,,,-2,7400000,-2.160.000.038,
,,,,-2,7200000,-2.160.000.038,
,,,,-2,700000,-2.160.000.038,
,,,,-2,680000,-2.080.000.114,
,,,,-2,660000,-2.160.000.038,
,,,,-2,640000,-2.160.000.038,
,,,,-2,620000,-2.080.000.114,
,,,,-2,600000,-2.080.000.114,
,,,,-2,580000,-2.080.000.114,
,,,,-2,560000,-200.000.000,
,,,,-2,540000,-2.080.000.114,
,,,,-2,520000,-192.000.008,
,,,,-2,500000,-200.000.000,
,,,,-2,480000,-200.000.000,
,,,,-2,460000,-192.000.008,
,,,,-2,440000,-192.000.008,
,,,,-2,420000,-192.000.008,
,,,,-2,400000,-183.999.996,
,,,,-2,380000,-192.000.008,
,,,,-2,360000,-183.999.996,
,,,,-2,340000,-183.999.996,
,,,,-2,320000,-183.999.996,
,,,,-2,300000,-183.999.996,
,,,,-2,280000,-183.999.996,
,,,,-2,260000,-183.999.996,
,,,,-2,240000,-183.999.996,
,,,,-2,220000,-176.000.004,
,,,,-2,200000,-176.000.004,
,,,,-2,180000,-176.000.004,
,,,,-2,160000,-176.000.004,
,,,,-2,140000,-176.000.004,
,,,,-2,120000,-176.000.004,
,,,,-2,100000,-168.000.011,
,,,,-2,80000,-176.000.004,
,,,,-2,60000,-168.000.011,
,,,,-2,40000,-168.000.011,
,,,,-2,20000,-168.000.011,
,,,,-2,0,-160.000.000,
,,,,-1,980000,-160.000.000,
,,,,-1,960000,-160.000.000,
,,,,-1,940000,-151.999.998,
,,,,-1,920000,-160.000.000,
,,,,-1,900000,-160.000.000,
,,,,-1,880000,-151.999.998,
,,,,-1,860000,-160.000.000,
,,,,-1,840000,-151.999.998,
,,,,-1,820000,-151.999.998,
,,,,-1,800000,-151.999.998,
,,,,-1,780000,-144.000.006,
,,,,-1,760000,-151.999.998,
,,,,-1,740000,-144.000.006,
,,,,-1,720000,-144.000.006,
,,,,-1,700000,-144.000.006,
,,,,-1,680000,-136.000.004,
,,,,-1,660000,-136.000.004,
,,,,-1,640000,-136.000.004,
,,,,-1,620000,-136.000.004,
,,,,-1,600000,-136.000.004,
,,,,-1,580000,-128.000.002,
,,,,-1,560000,-128.000.002,
,,,,-1,540000,-128.000.002,
,,,,-1,520000,-128.000.002,
,,,,-1,500000,-128.000.002,
,,,,-1,480000,-120.000.000,
,,,,-1,460000,-120.000.000,
,,,,-1,440000,-120.000.000,
,,,,-1,420000,-111.999.998,
,,,,-1,400000,-111.999.998,
,,,,-1,380000,-111.999.998,
,,,,-1,360000,-111.999.998,
,,,,-1,340000,-111.999.998,
,,,,-1,320000,-111.999.998,
,,,,-1,300000,-104.000.006,
,,,,-1,280000,-104.000.006,
,,,,-1,260000,-104.000.006,
,,,,-1,240000,-104.000.006,
,,,,-1,220000,-9.600.000.381,
,,,,-1,200000,-9.600.000.381,
,,,,-1,180000,-9.600.000.381,
,,,,-1,160000,-8.800.000.191,
,,,,-1,140000,-9.600.000.381,
,,,,-1,120000,-8.800.000.191,
,,,,-1,100000,-8.800.000.191,
,,,,-1,80000,-8.800.000.191,
,,,,-1,60000,-8.000.000.000,
,,,,-1,40000,-8.800.000.191,
,,,,-1,20000,-8.000.000.000,
,,,,-1,0,-8.000.000.000,
,,,,-9,8000000,-8.000.000.000,
,,,,-9,6000000,-720.000.029,
,,,,-9,4000000,-8.000.000.000,
,,,,-9,2000000,-720.000.029,
,,,,-9,0,-720.000.029,
,,,,-8,8000000,-720.000.029,
,,,,-8,6000000,-640.000.010,
,,,,-8,4000000,-640.000.010,
,,,,-8,2000000,-640.000.010,
,,,,-8,0,-640.000.010,
,,,,-7,8000000,-559.999.990,
,,,,-7,6000000,-559.999.990,
,,,,-7,4000000,-559.999.990,
,,,,-7,2000000,-559.999.990,
,,,,-7,0,-559.999.990,
,,,,-6,8000000,-480.000.019,
,,,,-6,6000000,-480.000.019,
,,,,-6,4000000,-480.000.019,
,,,,-6,2000000,-480.000.019,
,,,,-6,0,-480.000.019,
,,,,-5,8000000,-400.000.000,
,,,,-5,6000000,-400.000.000,
,,,,-5,4000000,-400.000.000,
,,,,-5,2000000,-400.000.000,
,,,,-5,0,-400.000.000,
,,,,-4,8000000,-320.000.005,
,,,,-4,6000000,-320.000.005,
,,,,-4,4000000,-320.000.005,
,,,,-4,2000000,-320.000.005,
,,,,-4,0,-320.000.005,
,,,,-3,800000,-320.000.005,
,,,,-3,600000,-320.000.005,
,,,,-3,400000,-24.000.001,
,,,,-3,200000,-24.000.001,
,,,,-3,0,-24.000.001,
,,,,-2,800000,-24.000.001,
,,,,-2,600000,-16.000.000,
,,,,-2,400000,-16.000.000,0
,,,,-2,200000,-8,
,,,,-2,0,-16.000.000,0
,,,,-1,800000,-8,0
,,,,-1,600000,-8,0
,,,,-1,40000,-8,
,,,,-1,20000,0,
,,,,-1,0,0,
,,,,-8,0,0,
,,,,-6,0,0,
,,,,-4,0,0,0
,,,,-2,0,8,0
,,,,-1,0.024,8,0
,,,,2,0,8,
,,,,4,0,16.000.000,
,,,,6,0,16.000.000,0
,,,,8,0,8,
,,,,1,0,24.000.001,
,,,,1,20000,16.000.000,
,,,,1,40000,16.000.000,
,,,,1,600000,16.000.000,
,,,,1,800000,24.000.001,
,,,,2,0,24.000.001,
,,,,2,200000,24.000.001,
,,,,2,400000,24.000.001,
,,,,2,600000,320.000.005,
,,,,2,800000,320.000.005,
,,,,3,0,400.000.000,
,,,,3,200000,320.000.005,
,,,,3,400000,320.000.005,
,,,,3,600000,400.000.000,
,,,,3,800000,400.000.000,
,,,,4,0,480.000.019,
,,,,4,2000000,480.000.019,
,,,,4,4000000,400.000.000,
,,,,4,6000000,480.000.019,
,,,,4,8000000,480.000.019,
,,,,5,0,559.999.990,
,,,,5,2000000,480.000.019,
,,,,5,4000000,480.000.019,
,,,,5,6000000,559.999.990,
,,,,5,8000000,559.999.990,
,,,,6,0,640.000.010,
,,,,6,2000000,559.999.990,
,,,,6,4000000,559.999.990,
,,,,6,6000000,720.000.029,
,,,,6,8000000,640.000.010,
,,,,7,0,720.000.029,
,,,,7,2000000,720.000.029,
,,,,7,4000000,720.000.029,
,,,,7,6000000,720.000.029,
,,,,7,8000000,720.000.029,
,,,,8,0,720.000.029,
,,,,8,2000000,720.000.029,
,,,,8,4000000,8.000.000.000,
,,,,8,6000000,8.800.000.191,
,,,,8,8000000,8.000.000.000,
,,,,9,0,8.800.000.191,
,,,,9,2000000,9.600.000.381,
,,,,9,4000000,8.800.000.191,
,,,,9,6000000,9.600.000.381,
,,,,9,8000000,9.600.000.381,
,,,,1,0,9.600.000.381,
,,,,1,20000,9.600.000.381,
,,,,1,40000,9.600.000.381,
,,,,1,60000,9.600.000.381,
,,,,1,80000,104.000.006,
,,,,1,100000,104.000.006,
,,,,1,120000,111.999.998,
,,,,1,140000,111.999.998,
,,,,1,160000,104.000.006,
,,,,1,180000,111.999.998,
,,,,1,200000,111.999.998,
,,,,1,220000,111.999.998,
,,,,1,240000,120.000.000,
,,,,1,260000,111.999.998,
,,,,1,280000,120.000.000,
,,,,1,300000,120.000.000,
,,,,1,320000,120.000.000,
